Id,LotArea,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,SalePrice
1416,3635,1569,0,1569,1,1,175900
1417,11340,1246,1044,2290,4,2,122500
1418,16545,1310,1140,2450,3,1,340000
1419,9204,1144,0,1144,3,1,124000
1420,16381,1844,0,1844,3,1,223000
1421,11700,708,708,1416,3,1,179900
1422,4043,1069,0,1069,2,1,127500
1423,4435,848,0,848,1,1,136500
1424,19690,1575,626,2201,4,1,274970
1425,9503,1344,0,1344,2,1,144000
1426,10721,1252,0,1252,3,1,142000
1427,10944,1223,904,2127,3,1,271000
1428,10930,1048,510,1558,3,1,140000
1429,7200,804,0,804,2,1,119000
1430,12546,1440,0,1440,3,1,182900
1431,21930,734,1104,1838,4,1,192140
1432,4928,958,0,958,2,1,143750
1433,10800,968,0,968,4,1,64500
1434,10261,962,830,1792,3,1,186500
1435,17400,1126,0,1126,3,1,160000
1436,8400,1537,0,1537,3,1,174000
1437,9000,864,0,864,3,1,120500
1438,12444,1932,0,1932,2,1,394617
1439,7407,1236,0,1236,2,1,149700
1440,11584,1040,685,1725,3,1,197000
1441,11526,1423,748,2555,3,1,191000
1442,4426,848,0,848,1,1,149300
1443,11003,1026,981,2007,3,1,310000
1444,8854,952,0,952,2,1,121000
1445,8500,1422,0,1422,3,1,179600
1446,8400,913,0,913,3,1,129000
1447,26142,1188,0,1188,3,1,157900
1448,10000,1220,870,2090,3,1,240000
1449,11767,796,550,1346,2,1,112000
1450,1533,630,0,630,1,1,92000
1451,9000,896,896,1792,4,2,136000
1452,9262,1578,0,1578,3,1,287090
1453,3675,1072,0,1072,2,1,145000
1454,17217,1140,0,1140,3,1,84500
1455,7500,1221,0,1221,2,1,185000
1456,7917,953,694,1647,3,1,175000
1457,13175,2073,0,2073,3,1,210000
1458,9042,1188,1152,2340,4,1,266500
1459,9717,1078,0,1078,2,1,142125
1460,9937,1256,0,1256,3,1,147500
